figure_path,question,model_output,true_answer,similarity_to_answer,max_similarity_to_choices
PMC1183199_F12.jpg,What is shown in low magnification TEM micrograph of differentiating endothelial cells associated with the sinus? ,A:Mature endothelial cells,Undifferentiated cells,0.3357163,1.0
PMC1184092_F1.jpg,What is the color of the colloid material shown in the image? ,A. Red,Blue,0.54206234,0.8893678188323975
PMC1184092_F12.jpg, What is the stain used in the image? ,The stain used in the image is Giemsa.,Papanicolaou stain,0.5637321,0.780694305896759
PMC1184092_F12.jpg, How many psammoma bodies are visible in the image? ,D: four,two,0.36768287,1.0000001192092896
PMC1184092_F13.jpg,What stain was used in preparing the image? ,The stain used in preparing the image is Giemsa.,Papanicolaou stain,0.5156672,0.8299145102500916
PMC1184092_F14.jpg, What is the name of the staining method used in this image? ,The name of the staining method used in this image is Hematoxylin and Eosin,Papanicolaou stain,0.42007416,0.7808623909950256
PMC1184092_F17.jpg, What type of stain was used in the image? ,The image was stained with A: H&E stain.,Diff-Quik stain,0.493462,0.8039605617523193
PMC1184092_F19.jpg,What is the name of the cancer described in the image? ,The name of the cancer described in the image is thyroid follicular carcinoma.,Thyroid medullary carcinoma,0.66884035,0.851077675819397
PMC1184092_F26.jpg,What is the name of the stain used in this image? ,The name of the stain used in this image is A:H&E stain,Diff-Quik stain,0.5407858,0.8135198354721069
PMC1184092_F27.jpg,What type of thyroiditis is the FNA slide showing? ,The FNA slide shows a chronic lymphocytic thyroiditis.,Subacute thyroiditis,0.5205003,0.8275182247161865
PMC1184097_F4.jpg, Which color of the arrows indicates novel spots? ,A: Green,Blue,0.56975013,1.0
PMC1184102_F7.jpg, Which growth factor is shown in panel A? ,The growth factor shown in panel A is TGF-α.,TGF-β,0.7191327,0.818443775177002
PMC1184102_F7.jpg, Which growth factor is shown in panel B? ,The growth factor shown in panel B is TGF-β.,TGF-α,0.7149494,0.8189496994018555
PMC1184591_pbio-0030283-g002.jpg, What is shown in image (e)? ,A. A: Differentiation of NS-5 cells into neurons,A single cell after plating,0.34987056,0.9883170127868652
PMC1188239_pbio-0030299-g007.jpg, What does the color bar in the images indicate? ,The color bar in the images indicates the colors of the brain area.,Magnitude of clusters,0.17331344,0.7750052213668823
PMC1189073_pgen-0010020-g002.jpg, What does the hematoxylin and eosin stained section of ureter from a mutant mouse show? ,A. Enlargement and cystic dilatation of the renal pelvis.,Normal histology despite bloating of the kidney.,0.533407,0.9978630542755128
PMC1190165_F2.jpg, Which part of the brain shows an abnormality in the X-ray? ,The temporal lobe,Parietal lobe,0.70936954,0.961120903491974
PMC1192791_F1.jpg,What is shown on the scale on the right side of image G? ,The scale on the right side of image G shows the relative brightness of the cells.,Relative depth of the cells,0.5446194,0.775237500667572
PMC1192791_F1.jpg,What kind of cells are shown in the images? ,A. Cancer cells,Embryonic stem cells,0.43190986,0.9586042165756226
PMC1192791_F5.jpg,Which of the following organs did not show RFP expression in the images? ,The correct answer is (D) Kidney.,Kidney,0.71676576,0.8061137199401855
PMC1192792_F1.jpg,What type of cells were found in the biopsy? ,The biopsy results indicate that the cells are squamous cells.,Melanoma cells,0.4150852,0.7705304622650146
PMC1192821_F3.jpg,What is shown in image (a)? ,The correct answer is A. A:A tumor in the right atrium.,A blood clot in the right atrium,0.64058435,0.9047054648399352
PMC1193519_pbio-0030305-g003.jpg, What is shown in (E)? ,The axon terminals of internal gustatory sensory neurons are shown in (E,dorsal organ,0.38951683,0.9487016201019288
PMC1199600_F1.jpg, What is the source of the diagrams used in the figure? ,A. A: A scientific publication.,An anatomy textbook.,0.25131887,0.97241473197937
PMC1208889_F7.jpg, What kind of profiles are shown in the lower half of the image? ,The lower half of the image shows PET profiles.,CT profiles,0.42612004,0.773980975151062
PMC1208889_F8.jpg,Which image is shown in the upper-left corner? ,The upper-left corner image is A:ACF.,FBP image,0.40710372,0.8225804567337036
PMC1208923_F3.jpg,What type of images were acquired? ,D.  D: X-ray images,CT images,0.5416644,0.9736989736557008
PMC1208966_F1.jpg,What was used to obtain the image of the abdomen? ,A. X-rays,MRI,0.38878942,0.966825008392334
PMC1215508_F1.jpg,What does the intraoperative picture show? ,The intraoperative picture shows a mass attached to the renal parenchyma.,No mass present,0.2674852,0.9127938747406006
PMC1216331_pmed-0020288-g002.jpg,What does green color in the result indicate? ,"The result shows a decrease of rCBF. Therefore, the answer is B.",No rCBF change,0.48288113,0.7610495686531067
PMC1236956_F3.jpg, Which type of microscopy was used to capture the images in Figure 3c? ,The correct answer is B: Scanning electron microscopy.,Transmission electron microscopy,0.6207374,0.8014907836914062
PMC1236956_F5.jpg,What type of reactor is shown in the photograph? ,The reactor shown in the photograph is a plug flow reactor.,Fluidized bed reactor,0.46380118,0.7833592891693115
PMC1249577_F3.jpg,What is illustrated in panel C? ,C. fMRI activation on axial slices of the infant's brain,DTI tracts in the infant's brain,0.63100636,0.978894829750061
PMC1253509_F2.jpg, Which view best shows the tumor's extent along the length of the spine? ,The answer is C. Both views equally reveal the spinal extent of the tumor.,Sagittal reconstruction,0.19906956,0.8620002269744873
PMC1253509_F2.jpg, What is the name of the plane depicted in the figure? ,The coronal plane.,Sagittal plane,0.5522897,0.7839277386665344
PMC1261538_F2.jpg, What could be the possible diagnosis of the lesion? ,"The lesion is likely a pancreatic pseudocyst, given its location and the absence",Pancreatic cancer,0.67490983,0.854561448097229
PMC1262624_ppat-0010017-g005.jpg,What is the wild-type parasite in the image? ,The wild-type parasite is A:ΔAMA1/AMA1-my,40% invaded parasite with posterior cap,0.46841282,0.8809167742729187
PMC1262628_pbio-0030374-g002.jpg, What does the image in panel A represent? ,A. A: Recruitment of splicing factors to tau transcription sites detected by,Recruitment of splicing factors to mRNA translation sites.,0.61088276,0.8986750841140747
PMC1262738_F2.jpg, What staining technique was used in this image? ,The image was stained with Giemsa.,Papanicolaou stain,0.37695885,0.8095884323120117
PMC1262761_F5.jpg, What does (*) represent in Fig A and C? ,A.  A: Mitochondrion.,Nucleus.,0.51872104,0.9841986894607544
PMC1266060_F4.jpg, What is indicated by the black arrow in panel D? ,A.  A: labeled cells,cerebellar white matter,0.16876927,0.983708381652832
PMC1266393_F1.jpg,What type of procedure was performed on the rabbit? ,The answer is B: Chest radiograph.,X-ray,0.4816962,0.8630112409591675
PMC1274244_F1.jpg, Which artery is not identified in the image? ,The answer is B.  B: ICA.,PCA,0.38256997,0.7557008266448975
PMC1274246_F6.jpg,How were the cells observed in this experiment? ,The cells were observed in this experiment using phase contrast microscopy.,Electron microscopy.,0.6303608,0.8485171794891357
PMC1274329_F2.jpg,What type of scan was performed? ,A. PET scan,CT scan,0.59883356,0.9740427732467652
PMC1274329_F3.jpg,What type of image is this? ,A. A:X-ray image,MRI image,0.45306343,0.9718416929244996
PMC1274329_F4.jpg, What part of the body was being imaged in this scintigraphic image? ,The correct answer is A: brain.,kidney,0.33626258,0.758427619934082
PMC1274344_F1.jpg,What type of asbestos is depicted in image B? ,A. Amosite,Chrysotile,0.32054237,0.948598861694336
PMC1274344_F1.jpg,Which sample is depicted in image B? ,The full answer is: D. Both samples,Chrysotile,0.063089415,0.8363205790519714
PMC1277830_F2.jpg, What is the scale bar in panel C? ,A: 2.2 meters,2.2 nanometers,0.56669444,1.0
PMC1277860_f9-ehp0113-000170.jpg, What type of microscope was used to obtain the image? ,The image was obtained using a transmission electron microscope.,Scanning Electron Microscope,0.6937544,0.8620654940605164
PMC1285366_F2.jpg,Which protein in image C is seen in a punctuate pattern at cell-cell borders? ,The correct answer is B: Connexin43.,Connexin43,0.7487508,0.8172577023506165
PMC1291371_F1.jpg,What is the second row showing in the images? ,A. A:Histology (H&E) of renal cortex,Immunohistochemical detection of 3-NT,0.105893426,0.995581865310669
PMC1291371_F1.jpg,What is the fourth row showing in the images? ,The fourth row shows immunohistochemical detection of 3-NT.,Immunohistochemical detection of DNP,0.6058159,0.9091917276382446
PMC1298337_F3.jpg,What does the image in (D) represent? ,The image in (D) represents patients who received steroids.,Patients who did not receive any treatment.,0.2150809,0.8590131402015686
PMC1308873_F1.jpg, What does the preoperative chest X-ray show?,The preoperative chest X-ray shows a right-sided pneumothorax,Total atelectasis of the left lung and deviation of the cardiac silhouette to the right.,0.48316473,0.7840235829353333
PMC1310524_F7.jpg, What type of carcinoma is seen in Figure 7? ,A. urothelial carcinoma,Small cell carcinoma,0.49785,0.990436553955078
PMC1310616_F4.jpg,What is indicated by the arrowheads in Image C? ,A. A:Hepatic cells positively stained with PC1.,Positively stained tumor cells.,0.61778677,0.9936150908470154
PMC1314893_F1.jpg, What does the photograph show in the patient's eye? ,A. A: Optic nerve atrophy.,Retinal tear.,0.50391006,0.9927368760108948
PMC1318477_pbio-0040029-g002.jpg, What is shown in the green box in image B? ,The correct answer is B: A dendritic spine.,A branch tip,0.123989746,0.8872838616371155
PMC1325042_F1.jpg,What is the stain used in this image? ,The stain used in this image is A:Hematoxylin and Eosin.,Papanicolaou stain,0.46735036,0.8906254768371582
PMC1325227_F6.jpg, Where was the image captured from? ,The image was captured from an unpeeled epidermal layer associated with the leaf segment,A leaf surface,0.59398687,0.864928662776947
PMC1327665_F1.jpg,What type of cells show dark brown localization in Image A? ,A.  Glomeruli cells.,Tubular epithelial cells.,0.51427734,0.982324481010437
PMC1327671_F4.jpg,"In plate C, what does the arrowhead point to? ",The arrowhead points to A: intracellular vacuoles,fluorescent dot,0.23758203,0.8346381187438965
PMC1334193_F2.jpg,What did the right-side panels show? ,A. A:Oocytes in Ringer's solution,Oocytes in clearing solution,0.71214426,0.9920908212661744
PMC1334202_F1.jpg,What is visible in part F that is not visible in part E? ,A. Increased staining in glomeruli,Intracapillary hyaline thrombi,0.3229547,0.9525341987609864
PMC1334215_F1.jpg,What does the photograph show in the right eye? ,The photograph shows a right eye with a retinal vein occlusion.,Cataract,0.40991724,0.7559309601783752
PMC1334217_F9.jpg,Which row displays the systolic blood pressure during the test? ,The fifth row,Second Row,0.72669274,0.8082965016365051
PMC1351204_F2.jpg, What imaging technique was used in the diagnosis? ,C. CT scan,MRI,0.49308383,0.8803074359893799
PMC1352363_F4.jpg, Who is shown operating the system in the image? ,The answer is B:A patient.,A technician.,0.37230682,0.8961546421051025
PMC1359073_pgen-0020005-g006.jpg,What is depicted in the top panels of the image? ,The top panels of the image depict A:Polyester chromosomes and B,Fluorescent signals,0.095557556,0.8350886106491089
PMC1386683_F4.jpg, What is stained green in the image? ,A.  A: Nuclei,FITC,0.13551274,0.978524923324585
PMC1388236_F1.jpg,What is EM in the given image? ,The EM in the given image is C:Ectodermal membrane.,Elastic membrane,0.6039921,0.7802233695983887
PMC1395322_F2.jpg,What type of MRI scan was used to show the white matter disease? ,The answer is A. A:T1 weighted MRI scan.,T2 weighted MRI scan,0.7289859,0.8004968166351318
PMC1395330_F3.jpg, What does the big arrow in the image point to?,The big arrow in the image points to the right ventricular free wall rupture.,Tissue death,0.17072976,0.7921528816223145
PMC1408080_F1.jpg,What species is photographed? ,A. Anthopleura elegantissima,Aposymbiotic algae,0.16736487,0.9870357513427734
PMC1409773_F2.jpg,What imaging technique was used in this case? ,The imaging technique used in this case is CT scan.,PET.,0.13818927,0.7636059522628784
PMC1409812_pcbi-0020022-g004.jpg, What is the halo in image (C)? ,The correct answer is A.  A: A projection site in area 25.,An injection site in area OPAll/OPro.,0.34143996,0.8956629633903503
PMC1409812_pcbi-0020022-g004.jpg, What is shown in the image (B) inset at the lower right? ,"The image shows a dense projection in dorsal area 46, with a few scattered",A few scattered labeled neurons in dorsal area 46.,0.6953002,0.8890646696090698
PMC1413548_F1.jpg,What is depicted in panel a? ,A. A:Preantral follicle,Graafian follicle,0.64409316,0.9924803972244264
PMC1413548_F1.jpg, What type of animal does panel a depict? ,The animal in panel a is a hamster.,Pig,0.32367855,0.7611055374145508
PMC1413571_pbio-0040100-g003.jpg,Which image is superimposed on brain activation during exploration of the virtual environment? ,The superimposed image is A: T2-weighted MRI image.,anatomical T1-weighted MRI image,0.72645366,0.8221405148506165
PMC1420325_F3.jpg, What imaging technique was used to demonstrate the vasculature of the tumor? ,B: Angiography,Endoscopy,0.21402779,1.000000238418579
PMC1420331_F1.jpg,What does panel B show? ,Panel B shows endothelium staining.,No staining.,0.34864712,0.8966893553733826
PMC1421389_F4.jpg,What bone was used in this experiment? ,The answer is A. A:Femur.,Tibia,0.4136134,0.8927080631256104
PMC1421416_F1.jpg,What is visible in panel A of the liver biopsy? ,A.  A:Spider-web network pattern,Infiltration in portal tract with microgranulomatous cell reaction,0.065880716,0.9940838813781738
PMC1421418_F5.jpg,How many patients are represented in the 3D FEM models shown in Figures 3 and 4? ,The answer is B: Two patients.,'One patient,0.61531436,0.8627248406410217
PMC1431530_F1.jpg,What was observed in panel B? ,A. A: Luminescence of the knee joint.,Bones through transparency.,0.3166208,0.9946285486221312
PMC1431530_F1.jpg,What was observed in panel C? ,A. A: Luminescence of the knee joint.,Bones through transparency.,0.3166208,0.9946285486221312
PMC1431596_F3.jpg, What is shown in panels (a) and (b)? ,A. Comparison of pre and post ablated collagen fibers,Comparison of pre and post ablated basement membrane,0.42672613,0.9963312149047852
PMC1431596_F3.jpg, What is demonstrated in panel (f)? ,The answer is B.  Basement membrane disruption in preablation sample.,Degenerated myocyte in postablation sample,0.51360273,0.7967401146888733
PMC1436015_F6.jpg, What did image A show? ,Image A shows a distribution of fluorescent beads across the amniotic cavity.,spongiotrophoblast layers.,0.22549699,0.8158361911773682
PMC1448699_fig11.jpg,What is the upper left picture showing? ,The upper left picture is showing B. Volume of interest (VOI),Colour coded VOIs showing anatomical geometries of dopamine systems,0.37078276,0.7581677436828613
PMC1448699_fig12.jpg, What does the upper right display show? ,The upper right display shows a 3D view of the rat brain shell.,three-dimensional view of the geometry-based rat brain shell,0.72955143,0.8598427772521973
PMC1449902_pgen-0020061-g001.jpg," Which structure is labeled ""fv"" in panel C? ","The structure labeled ""fv"" in panel C is the fourth ventricle.",Forebrain vesicle,0.21877177,0.7849887609481812
PMC1450266_F1.jpg,What type of imaging study was performed? ,D.  D:MRI,X-ray,0.31082457,0.9337999820709229
PMC1450296_F1.jpg,Which mosquito species is not shown in the midgut photographs presented? ,The answer is B. A: A. gambiae.,None of the above,0.17725135,0.8652688264846802
PMC1450313_F2.jpg,What is shown in the scanning electron micrograph? ,"The scanning electron micrograph shows the basal chamber of CPEC, with a number of",The apical side of CPEC that shows a number of processes,0.6260808,0.7968474626541138
PMC1458348_F1.jpg,What type of echocardiogram is shown in the image? ,The image shows a 2-dimensional echocardiogram.,Transesophageal echocardiogram,0.70064783,0.8841934204101562
PMC1459158_F1.jpg, Is the diagnosis clear from this radiograph? ,The diagnosis is pulmonary embolism.,"No, there are several possible diagnoses.",0.37159842,0.7631622552871704
PMC1464149_F1.jpg,What does the arrow indicate in image a? ,The arrow indicates the location of the left internal carotid artery.,Diminished caliber of the left internal carotid artery,0.719749,0.7780232429504395
PMC1464149_F1.jpg,What part of the body was imaged? ,The abdomen,Brain,0.31815326,0.8947664499282837
PMC1471777_F1.jpg,What is the thick white arrow pointing to in the left image? ,The thick white arrow points to a polyp in the left concha bullosa.,Left maxillary sinusitis,0.1281289,0.8254338502883911
PMC1475638_F8.jpg, What is being stained in the images? ,The images are showing staining for surfactant protein A.,Hemoglobin,0.1484788,0.8186019659042358
PMC1475844_F1.jpg,What type of mass is shown in the photograph? ,The mass is shown in the photograph as a:Adenoma,Melanoma,0.35012254,0.7548093199729919
PMC1475855_F5.jpg, What does the image A show? ,The image A shows confocal optical sections.,A guard cell of Arabidopsis,0.12581477,0.8459214568138123
PMC1475856_F3.jpg, What technique was used to obtain the image? ,The technique used to obtain the image is X-ray imaging.,CT scan,0.4710129,0.7796162366867065
PMC1479335_F3.jpg, What did the Angiogram show prior to the second stage Norwood? ,A. Abnormal contour of the pulmonary vein.,Normal contour of the sinus venosus,0.4922109,0.990428626537323
PMC1479342_F1.jpg, Which part of the body is shown in the image C? ,The spleen.,Heart.,0.4097848,0.8350660800933838
PMC1479346_F1.jpg,What kind of scan was performed on the patient? ,The scan performed on the patient is a CT scan.,Chest X-ray,0.4520182,0.7939445972442627
PMC1479417_pmed-0030233-g003.jpg, What type of thrombus is seen in this image? ,The image shows a large A: Femoral artery thrombus.,Cerebral artery thrombus,0.5968122,0.8811367154121399
PMC1479843_F2.jpg, What is the purpose of the red box in the image? ,The red box in the image is used to identify the thumbnail overview.,to identify location within the spot,0.27365297,0.7597923278808594
PMC1481536_F4.jpg, What does panel A show? ,Panel A shows a confocal image of a HeLa cell expressing lamin A-ds,Actin accumulation at the nucleus,0.29739997,0.925110936164856
PMC1481542_F2.jpg,What is shown in photos E and F? ,The images show a tubular filament with a three-dimensional feature.,a blocked filament,0.6259808,0.7955761551856995
PMC1481628_F2.jpg, What can be inferred from the MRI images about the mass? ,The mass is of intermediate malignancy,No inferences can be drawn,-0.06928875,0.8860664963722229
PMC1484593_pgen-0020089-g001.jpg,What are the two outer epidermal and inner mesophyll of the leaf cross section marked as in the diagrammatic representation of a leaf cross section? ,The correct answer is B.  B:Epidermal and Mesophyll.,Abraxial and Adaxial,0.19363825,0.9168603420257568
PMC1501026_F5.jpg, What type of antenna is shown in the photograph? ,A. Single slot antenna,Double slot choke antenna,0.6535466,0.9775625467300416
PMC1501076_F1.jpg,Which of the following best describes the image shown? ,The image shows a normal heart rhythm.,Arrhythmia that starts in the ventricles,0.5018648,0.7509793639183044
PMC1501076_F5.1.jpg,Where is the first white line placed in this echocardiography image? ,The first white line is placed on the peak excursion of the right ventricle wall.,on the peak excursion of the left atrium wall,0.6095656,0.7893813848495483
PMC1501076_F5.1.jpg,Where is the third line placed in this echocardiography image? ,"The third line is placed in the C position, between the peaks of the left atrium wall",between the peaks of the left atrium wall and right ventricle wall,0.73900646,0.8134899735450745
PMC1502069_F2.jpg, What is the view of image B? ,The view of image B is the anterior view.,Cranial view,0.5412996,0.8786654472351074
PMC1513580_F6.jpg, What is being stained in image (C)? ,C:CRH,CRH-R1,0.63267314,1.0000001192092896
PMC1513591_F1.jpg, Is this image of a healthy or unhealthy abdomen? ,C.  C: Cannot be determined from the image,Unhealthy,0.036411237,0.9705882668495178
PMC1513591_F1.jpg, What part of the body is being imaged in this CT scan? ,A.  A: Chest,Abdomen,0.32846677,0.9497069120407104
PMC1513591_F1.jpg, What type of cancer could this image indicate? ,A. Lung cancer,Colon cancer,0.5099212,0.96017324924469
PMC1513591_F3.jpg,What is the subject of the image? ,A.  A:Abdomen,Arm,0.37675637,0.984176516532898
PMC1523362_F1.jpg, What imaging technique was used to identify the nodule? ,D.  D: Ultrasonography,X-ray,0.329468,0.975679337978363
PMC1523379_pmed-0030265-g002.jpg, What is the scatter plot in log-log coordinates of cortical surface area and cerebral volume showing? ,The scatter plot in log-log coordinates of cortical surface area and cerebral volume shows,A linear relationship of cortical surface area and cerebral volume.,0.7290818,0.7958878874778748
PMC1524763_F3.jpg, What bone was operated on? ,The answer is B.  Femur.,Radius,0.15535122,0.8343628644943237
PMC1524771_F2.jpg, Which part of the intestine is visible in the left side of the photograph?,The answer is A. A: Jejunum,"Ileum,",0.37912527,0.875442385673523
PMC1524961_F2.jpg,What type of medical imaging is shown in the image? ,A. Computed Tomography,X-Ray,0.46491098,0.9794536232948304
PMC1524961_F2.jpg,What is the contrast agent used in the image? ,Non-contrast enhanced,Iodine,0.08861798,0.9660930633544922
PMC1524961_F4.jpg,What body part is being imaged in the image? ,The image is of the abdomen.,Head,0.09164847,0.750519871711731
PMC1525169_F16.jpg, What type of nevus was identified in the case? ,The diagnosis of the case is a Spitz nevus.,Dysplastic nevus,0.6858769,0.7601000070571899
PMC1538603_F4.jpg, What type of medical imaging was used to detect the tumor? ,The medical imaging used to detect the tumor was a CT Scan.,MRI Scan,0.60725164,0.7714628577232361
PMC1540432_F1.jpg, What is the image on the right showing? ,The image on the right shows a biopsy with H&E staining.,GSTP1 promoter methylation analysis,0.13969626,0.8498020768165588
PMC1540708_pbio-0040271-g008.jpg, Which type of fluorescence is shown in (A)? ,The type of fluorescence shown in (A) is PA-GFP:ProS,CFP fluorescence,0.6305817,0.7748527526855469
PMC1543629_F2.jpg,What type of mass is shown in the image? ,D.  D:Malignant,Malignant,0.65707666,0.929682731628418
PMC1543629_F2.jpg,What type of scan is displayed in the image? ,D.  D:Ultrasound,MRI scan,0.40292013,0.9489727020263672
PMC1550243_F10.jpg, What was the subject of the imaging? ,The subject of the imaging was a cryostat section of mouse intestine.,A table,0.0048057646,0.8283147215843201
PMC1550268_ppat-0020085-g003.jpg,What does the bottom row in the image represent? ,The bottom row in the image represents a single SCG neuron with two axons emanating,polarized SCG neurons with one axon,0.6945795,0.8196107149124146
PMC1550268_ppat-0020085-g004.jpg, What is shown in the chart in (B)? ,A. Emergence of GFP-VP26 fluorescence,Relative formation of nuclear actin filaments,0.17808692,0.9957666993141174
PMC1557497_F1.jpg,What is the condition depicted in Case 1? ,The condition depicted in Case 1 is Aortic dissection.,Aortic coarctation,0.6461533,0.778948187828064
PMC1557774_pgen-0020112-g001.jpg, What does FL represent in the image? ,The answer is B.  B:Femur length.,Forelimb bud,0.08173522,0.9211867451667786
PMC1557838_F7.jpg,What is represented in the photographs? ,A. GFP fluorescence in the left eyes of strain 129 m,GFP fluorescence in the right eyes of the virus-infected mice.,0.6513535,0.8674556016921997
PMC1557857_F1.jpg, What is the type of the carcinoma shown in image F? ,The type of the carcinoma shown in image F is Papillary Carcinoma.,Squamous Cell Carcinoma,0.4933268,0.8078761696815491
PMC1559640_F3.jpg,What can be observed in the first x-ray taken outside the center? ,A. No abnormality can be observed,Abnormal curvature of the spine,0.2296841,0.973197340965271
PMC1559640_F3.jpg,What can be observed in the last x-ray taken after 27 months? ,A. No abnormality can be observed.,Abnormal curvature of the spine,0.21776003,0.9326897859573364
PMC1562402_F3.jpg, What type of MRI image is shown? ,The image shown is a T1 weighted MRI image of the abdomen and pelvis,Sagittal T2 weighted MRI image,0.63671505,0.7532714009284973
PMC1563461_F1.jpg,What is the mouse model used in this image? ,The mouse model used in this image is a transgenic mouse.,A knockout mouse,0.49886662,0.8526914715766907
PMC1563467_F1.jpg,What is the finding observed in the CT scan? ,The finding observed in the CT scan is a calcified mass in the posterolateral mediast,No mass in the chest cavity.,0.37575826,0.7586790323257446
PMC1564002_F5.jpg, What is shown in the inset of figure B? ,The inset of figure B shows a double cone immunoreactive for zpr1.,Fully differentiated cone photoreceptors,0.34457693,0.917811155319214
PMC1564019_F2.jpg,What type of infiltration is present in figure c? ,The infiltration present in figure c is perivascular.,Perineural infiltration,0.70532036,0.8731327652931213
PMC1564038_F3.jpg," What is shown in micrographs (h, i)? ",The correct answer is B. After first phagocytosis was complete.,After second phagocytosis started,0.6824343,0.8906576633453369
PMC1564038_F3.jpg, What do white arrows indicate in the micrographs? ,A:Position of calcium ions,Position of zymosan,0.35216218,1.0000001192092896
PMC1564147_F6.jpg,Which type of tissue is shown in the photomicrograph? ,The photomicrograph shows a type of tissue called muscle tissue.,Bone tissue,0.58225054,0.8047429323196411
PMC1564184_F1.jpg,What type of tumor is being discussed in the caption? ,A. A:Hepatocellular carcinoma (HCC),Cholangiocarcinoma,0.37255108,0.9948159456253052
